Utbildningsområde,Utbildningsnamn,Län,Kommun,Antal kommuner,Flera kommuner,YH-poäng,Utbildningsanordnare,Ansökningsomgång,Diarienummer
Samhällsbyggnad och byggteknik,Fönsterhantverkare- traditionella hantverkstekniker,Västra Götaland,Mariestad,1,False,200,"Mariestads kommun, Dacapo Mariestad",2022,MYH 2022/4918
Samhällsbyggnad och byggteknik,GIS-samordnare med fokus på krisberedskap,Gävleborg,Gävle,1,False,215,Folkuniversitetet - Stiftelsen Kursverksamheten vid Uppsala universitetet,2022,MYH 2022/5341
Samhällsbyggnad och byggteknik,Hållbarhetsstrateg bygg,Kronoberg,Växjö,1,False,400,YrkesAkademin YH AB,2022,MYH 2022/4788
Samhällsbyggnad och byggteknik,"Installationsingenjör solel, lagring och laddning",Flera kommuner,Flera kommuner,4,True,320,KYH AB,2022,MYH 2022/4697
Samhällsbyggnad och byggteknik,Järnvägsingenjör,Dalarna,Ludvika,1,False,420,John Ericsson Institutet,2022,MYH 2022/5476
Samhällsbyggnad och byggteknik,Miljösamordnare Hållbara byggnader,Västra Götaland,Göteborg,1,False,410,KYH AB Göteborg,2022,MYH 2022/4671
Samhällsbyggnad och byggteknik,Miljösanerare samhällsbyggnad,Stockholm,Nynäshamn,1,False,400,YrkesAkademin YH AB,2022,MYH 2022/4559
Samhällsbyggnad och byggteknik,Mätningstekniker,Västmanland,Västerås,1,False,455,Nercia Utbildning,2022,MYH 2022/5141
Samhällsbyggnad och byggteknik,Mätningstekniker,Östergötland,Norrköping,1,False,415,East Sweden Business School AB,2022,MYH 2022/4606
Samhällsbyggnad och byggteknik,Platschef - Bygg och anläggning,Skåne,Malmö,1,False,195,Tekniska Högskolan i Jönköping AB,2022,MYH 2022/4998
Samhällsbyggnad och byggteknik,Platschef Samhällsbyggnad,Flera kommuner,Flera kommuner,4,True,200,YrkesAkademin YH AB,2022,MYH 2022/4264
Samhällsbyggnad och byggteknik,Projektingenjör Järnväg,Flera kommuner,Flera kommuner,3,True,400,Hermods AB Stockholm,2022,MYH 2022/4189
Samhällsbyggnad och byggteknik,Projektledare Kyla,Södermanland,Nyköping,1,False,200,INSU AB,2022,MYH 2022/5357
Samhällsbyggnad och byggteknik,Projektledare Solenergi,Västra Götaland,Göteborg,1,False,410,KYH AB Göteborg,2022,MYH 2022/4675
Samhällsbyggnad och byggteknik,Projektledare VVS,Flera kommuner,Flera kommuner,2,True,200,Lernia Utbildning AB,2022,MYH 2022/5068
Samhällsbyggnad och byggteknik,Rörinspektör - Mark/Fastighet,Stockholm,Stockholm,1,False,300,ALEA Kompetenshöjning AB,2022,MYH 2022/5201
Samhällsbyggnad och byggteknik,Rörnätstekniker/Arbetsledare–Rörnätsteknik,Kalmar,Kalmar,1,False,400,ALEA Kompetenshöjning AB,2022,MYH 2022/4838
Samhällsbyggnad och byggteknik,Solenergiprojektör,Flera kommuner,Flera kommuner,3,True,400,Campus Varberg/Varbergs kommun,2022,MYH 2022/4548
Samhällsbyggnad och byggteknik,Solenergitekniker,Stockholm,Nynäshamn,1,False,425,Campus Nynäshamn,2022,MYH 2022/4772
Samhällsbyggnad och byggteknik,VA-ingenjör,Västra Götaland,Göteborg,1,False,420,John Ericsson Institutet,2022,MYH 2022/5328
Samhällsbyggnad och byggteknik,VA-projektör,Jönköping,Jönköping,1,False,300,Tekniska Högskolan i Jönköping AB,2022,MYH 2022/5004
Samhällsbyggnad och byggteknik,VA-projektör,Stockholm,Solna,1,False,300,Nackademin AB,2022,MYH 2022/4494
Samhällsbyggnad och byggteknik,Vatten- & Miljötekniker,Västra Götaland,Göteborg,1,False,400,Blue Peak AB,2022,MYH 2022/5116
Samhällsbyggnad och byggteknik,Vatten- & Miljötekniker,Örebro,Hallsberg,1,False,400,Blue Peak AB,2022,MYH 2022/5130
Samhällsbyggnad och byggteknik,VVS- och energiingenjör,Norrbotten,Luleå,1,False,400,"Luleå kommun, Vuxenutbildningen",2022,MYH 2022/4869
Samhällsbyggnad och byggteknik,VVS-ingenjör,Stockholm,Stockholm,1,False,400,TUC Sweden AB - Yrkeshögskola,2022,MYH 2022/4422
Samhällsbyggnad och byggteknik,VVS-ingenjör,Flera kommuner,Flera kommuner,7,True,400,Campus Nyköping,2022,MYH 2022/5006
Samhällsbyggnad och byggteknik,VVS-ingenjör - energi och teknik,Flera kommuner,Flera kommuner,2,True,415,Campus Varberg/Varbergs kommun,2022,MYH 2022/4828
Samhällsbyggnad och byggteknik,VVS-tekniker Malmö/Lund,Skåne,Lund,1,False,400,Movant AB,2022,MYH 2022/4904
Säkerhetstjänster,Säkerhetsingenjör,Stockholm,Södertälje,1,False,350,"Södertälje kommun, Campus Telge",2022,MYH 2022/5386
Teknik och tillverkning,3D-printtekniker,Jönköping,Värnamo,1,False,400,Tekniska Högskolan i Jönköping AB,2022,MYH 2022/4985
Teknik och tillverkning,3D-visualiserare inom mode och konfektion,Stockholm,Stockholm,1,False,100,Stockholms Tillskärarakademi ,2022,MYH 2022/5409
Teknik och tillverkning,Additiv tillverkning - teknik och konstruktion (3D-printingspecialist),Halland,Halmstad,1,False,200,Resurs Applikation Process System i Skåne AB,2022,MYH 2022/5242
Teknik och tillverkning,Anläggningsmontör Storkraftnät,Örebro,Askersund,1,False,300,Åsbro Kursgård AB,2022,MYH 2022/4448
Teknik och tillverkning,Automations- och Robotingenjör med Industri 4.0,Västerbotten,Umeå,1,False,425,Hermods AB Umeå,2022,MYH 2022/4167
Teknik och tillverkning,Automationsingenjör inom drift och service,Jönköping,Tranås,1,False,400,TUC Sweden AB - Yrkeshögskola,2022,MYH 2022/4488
Teknik och tillverkning,Automationsingenjör robotik,Jönköping,Jönköping,1,False,430,Plushögskolan AB - Teknikhögskolan,2022,MYH 2022/4502
Teknik och tillverkning,Automationsingenjör-Mjukvara,Jönköping,Jönköping,1,False,400,Tekniska Högskolan i Jönköping AB,2022,MYH 2022/4986
Teknik och tillverkning,Automationstekniker - drift och underhåll av digitala produktionssystem,Norrbotten,Piteå,1,False,400,Lernia Utbildning AB,2022,MYH 2022/4661
Teknik och tillverkning,Automationstekniker - drift och underhåll av digitala produktionssystem,Skåne,Malmö,1,False,400,Lernia Utbildning AB,2022,MYH 2022/4663
Teknik och tillverkning,Avancerad CNC-tekniker - Blått certifikat,Örebro,Karlskoga,1,False,400,Karlskoga kommun/Vuxnas lärande,2022,MYH 2022/4637
Teknik och tillverkning,Bagare och Konditor,Skåne,Kristianstad,1,False,215,"Kristianstad kommun, Vuxenutbildningen",2022,MYH 2022/4570
Teknik och tillverkning,Bergsskoleingenjör – Berg- och anläggningsteknik,Värmland,Filipstad,1,False,600,Bergsskolan Kompetensutveckling AB,2022,MYH 2022/5026
Teknik och tillverkning,Bryggeriteknik,Dalarna,Ludvika,1,False,315,Västerbergslagens utbildningsförbund - Teknik,2022,MYH 2022/4589
Teknik och tillverkning,Bryggeritekniker,Stockholm,Nynäshamn,1,False,300,Campus Nynäshamn,2022,MYH 2022/4771
Teknik och tillverkning,CAD-ingenjör processindustri,Västra Götaland,Göteborg,1,False,405,Plushögskolan AB - Teknikhögskolan,2022,MYH 2022/4432
Teknik och tillverkning,CAD-konstruktör,Kronoberg,Växjö,1,False,400,EC Utbildning AB Växjö,2022,MYH 2022/4453
Teknik och tillverkning,CAD-konstruktör,Örebro,Örebro,1,False,400,EC Utbildning AB Örebro,2022,MYH 2022/4398
Teknik och tillverkning,CAD-konstruktör inom mekanik,Östergötland,Linköping,1,False,400,TUC Sweden AB - Yrkeshögskola,2022,MYH 2022/4347
Teknik och tillverkning,CAD-konstruktör plast/mekanik,Västra Götaland,Mölndal,1,False,400,Campus Mölndal,2022,MYH 2022/4971
Teknik och tillverkning,Certifierad CNC-tekniker,Jämtland,Östersund,1,False,270,Lernia Utbildning AB,2022,MYH 2022/4726
Teknik och tillverkning,Certifierad produktionstekniker,Norrbotten,Piteå,1,False,230,Lernia Utbildning AB,2022,MYH 2022/4845
Teknik och tillverkning,Certifierad produktionstekniker,Västra Götaland,Trollhättan,1,False,230,Lernia Utbildning AB,2022,MYH 2022/5166
Teknik och tillverkning,CNC- och robottekniker,Södermanland,Eskilstuna,1,False,300,Kunskapscompaniet Ankaret AB,2022,MYH 2022/4531
Teknik och tillverkning,CNC- och robottekniker,Örebro,Örebro,1,False,425,Hermods AB Örebro,2022,MYH 2022/3935
Teknik och tillverkning,CNC Tekniker - blått certifikat,Västerbotten,Umeå,1,False,380,Umeå kommun,2022,MYH 2022/5403
Teknik och tillverkning,Data Center Technician,Södermanland,Eskilstuna,1,False,415,Plushögskolan AB - Teknikhögskolan,2022,MYH 2022/4884
Teknik och tillverkning,Distributionselektriker,Västmanland,Västerås,1,False,200,Västerås Stad/Barn- och Utbildningsförvaltningen/Västerås Yrkeshögskola,2022,MYH 2022/5037
Teknik och tillverkning,Drifttekniker - processoperatör,Västernorrland,Sundsvall,1,False,400,Creando AB,2022,MYH 2022/4851
Teknik och tillverkning,Drifttekniker kemisk industri,Västra Götaland,Stenungsund,1,False,400,Stenungsunds kommun,2022,MYH 2022/4856
Teknik och tillverkning,Drifttekniker kraft- värmeproduktion,Västra Götaland,Göteborg,1,False,400,Folkuniversitetet Kursverksamheten vid Göteborgs universitet,2022,MYH 2022/5310
Teknik och tillverkning,"Drifttekniker, Kraft & Värme / Process",Gävleborg,Gävle,1,False,415,AVT AB,2022,MYH 2022/5154
Teknik och tillverkning,"Drifttekniker, Kraft & Värme / Process",Västerbotten,Skellefteå,1,False,415,AVT AB,2022,MYH 2022/5158
Teknik och tillverkning,"Drifttekniker, Kraft & Värme / Process",Örebro,Örebro,1,False,415,AVT AB,2022,MYH 2022/5162
Teknik och tillverkning,Electric Powertrain Engineering,Västra Götaland,Trollhättan,1,False,295,YrkesAkademin YH AB,2022,MYH 2022/4364
Teknik och tillverkning,Electromobility Design Engineer,Västra Götaland,Göteborg,1,False,400,"Göteborgs Stad, Yrgo",2022,MYH 2022/5322
Teknik och tillverkning,Elektronikingenjör inbyggda system,Västra Götaland,Göteborg,1,False,415,"Göteborgs Stad, Yrgo",2022,MYH 2022/5233
Teknik och tillverkning,Elingenjör - elkonstruktör,Skåne,Hässleholm,1,False,400,"Hässleholms kommun, Yrkeshögskolan Syd",2022,MYH 2022/5316
Teknik och tillverkning,"Elingenjör - Fastighet, industri och järnväg",Skåne,Helsingborg,1,False,410,YrkesAkademin YH AB,2022,MYH 2022/4800
Teknik och tillverkning,Elkonstruktör,Västerbotten,Skellefteå,1,False,420,TUC Sweden AB - Yrkeshögskola,2022,MYH 2022/5262
Teknik och tillverkning,Elkonstruktör,Östergötland,Linköping,1,False,420,TUC Sweden AB - Yrkeshögskola,2022,MYH 2022/4598
Teknik och tillverkning,Elkraftingenjör,Jönköping,Jönköping,1,False,400,Tekniska Högskolan i Jönköping AB,2022,MYH 2022/4993
Teknik och tillverkning,Elkraftsingenjör,Värmland,Karlstad,1,False,400,Plushögskolan AB - Teknikhögskolan,2022,MYH 2022/4760
Teknik och tillverkning,Elkraftsingenjör - projektering och beredning,Skåne,Hässleholm,1,False,400,"Hässleholms kommun, Yrkeshögskolan Syd",2022,MYH 2022/5305
Teknik och tillverkning,"Elkrafttekniker, inriktning hållbara elsystem",Västra Götaland,Trollhättan,1,False,400,Högskolan Väst,2022,MYH 2022/5345
Teknik och tillverkning,E-mobility-ingenjör,Västra Götaland,Göteborg,1,False,400,Hermods AB Göteborg,2022,MYH 2022/4521
Teknik och tillverkning,Energiingenjör,Flera kommuner,Flera kommuner,7,True,400,Företagsekonomiska Institutet 1888 AB,2022,MYH 2022/5419
Teknik och tillverkning,Fibertekniker,Södermanland,Nyköping,1,False,215,Campus Nyköping,2022,MYH 2022/4909
Teknik och tillverkning,Fibertekniker med inriktning mastteknik/mobilnät,Gävleborg,Hudiksvall,1,False,215,Edugrade AB,2022,MYH 2022/5395
Teknik och tillverkning,Flygtekniker,Skåne,Klippan,1,False,420,"Klippans kommun, Flygteknikcenter",2022,MYH 2022/4844
Teknik och tillverkning,Flygtekniker,Östergötland,Linköping,1,False,420,Linköpings kommun ,2022,MYH 2022/4725
Teknik och tillverkning,Flygtekniker B1.1,Västmanland,Västerås,1,False,420,Västerås Stad/Barn- och Utbildningsförvaltningen/Västerås Yrkeshögskola,2022,MYH 2022/4627
Teknik och tillverkning,Flygtekniker-helikopter,Norrbotten,Luleå,1,False,420,Nordiskt FlygTeknikCentrum Aktiebolag,2022,MYH 2022/4537
Teknik och tillverkning,Förpackningsingenjör Packaging Solution Engineer - miljö och hållbarhet,Kronoberg,Älmhult,1,False,400,"Älmhults kommun, Haganässkolan",2022,MYH 2022/5300
Teknik och tillverkning,Försäljningsingenjör El och automation,Flera kommuner,Flera kommuner,2,True,400,Lernia Utbildning AB,2022,MYH 2022/4719
Teknik och tillverkning,Garment technical designer,Västra Götaland,Borås,1,False,400,Borås Stad - Yrkeshögskolan i Borås,2022,MYH 2022/5134
Teknik och tillverkning,Hiss- och rulltrappstekniker,Stockholm,Botkyrka,1,False,225,Xenter Yrkeshögskola ,2022,MYH 2022/5157
Teknik och tillverkning,Hydraulsystemtekniker,Västernorrland,Örnsköldsvik,1,False,315,"ITH, Institutet För Tillämpad Hydraulik",2022,MYH 2022/4910
Teknik och tillverkning,Hydraultekniker,Västernorrland,Örnsköldsvik,1,False,150,"ITH, Institutet För Tillämpad Hydraulik",2022,MYH 2022/4911
Teknik och tillverkning,Hållbar Produktionsutveckling Industri 4.0,Västernorrland,Örnsköldsvik,1,False,325,YrkesAkademin YH AB,2022,MYH 2022/4516
Teknik och tillverkning,Hållbar Produktionsutveckling Industri 4.0,Flera kommuner,Flera kommuner,3,True,325,YrkesAkademin YH AB,2022,MYH 2022/4514
Teknik och tillverkning,Industriell elektroniktekniker,Värmland,Karlstad,1,False,400,"Karlstads kommun, Yrkeshögskolan",2022,MYH 2022/5148
Teknik och tillverkning,Instrumentingenjör,Flera kommuner,Flera kommuner,2,True,415,"Göteborgs Stad, Yrgo",2022,MYH 2022/5473
Teknik och tillverkning,Internationell svetsspecialist,Västerbotten,Skellefteå,1,False,240,Lernia Utbildning AB,2022,MYH 2022/4730
Teknik och tillverkning,Internationell vindkraftstekniker,Norrbotten,Piteå,1,False,300,Lernia Utbildning AB,2022,MYH 2022/4668
Teknik och tillverkning,Internationell vindkraftstekniker,Västernorrland,Sundsvall,1,False,300,Lernia Utbildning AB,2022,MYH 2022/5160
Teknik och tillverkning,IOT - projektör trådlösa nät,Skåne,Helsingborg,1,False,400,TUC Sweden AB - Yrkeshögskola,2022,MYH 2022/5336
Teknik och tillverkning,Järnvägstekniker / Kvalificerad bantekniker,Norrbotten,Luleå,1,False,200,"Luleå kommun, Vuxenutbildningen",2022,MYH 2022/4896
Teknik och tillverkning,Järnvägstekniker / Kvalificerad kontaktledningstekniker,Norrbotten,Luleå,1,False,200,"Luleå kommun, Vuxenutbildningen",2022,MYH 2022/4901
Teknik och tillverkning,Järnvägstekniker / Kvalificerad signaltekniker,Norrbotten,Luleå,1,False,200,"Luleå kommun, Vuxenutbildningen",2022,MYH 2022/4908
Teknik och tillverkning,Kvalificerad kontaktledningstekniker,Jönköping,Nässjö,1,False,260,"Nässjö kommun, Nässjöakademin",2022,MYH 2022/5431
Teknik och tillverkning,Kyl- och värmepumpstekniker,Jämtland,Östersund,1,False,400,Hermods AB Östersund,2022,MYH 2022/3962
Teknik och tillverkning,Laborant,Jämtland,Östersund,1,False,400,Hermods AB Östersund,2022,MYH 2022/3953
Teknik och tillverkning,Laborant,Flera kommuner,Flera kommuner,3,True,400,Lidköpings kommun Campus Lidköping,2022,MYH 2022/4482
Teknik och tillverkning,Laborant,Flera kommuner,Flera kommuner,2,True,400,YrkesAkademin YH AB,2022,MYH 2022/5234
Teknik och tillverkning,Marin servicetekniker,Stockholm,Botkyrka,1,False,200,Xenter Yrkeshögskola ,2022,MYH 2022/5145
Teknik och tillverkning,Marintekniker miljöoptimering,Västra Götaland,Göteborg,1,False,230,Sjösportskolan Swedish Maritime Academy AB,2022,MYH 2022/5320
Teknik och tillverkning,Mejeritekniker,Västra Götaland,Götene,1,False,300,Lernia Utbildning AB,2022,MYH 2022/4669
Teknik och tillverkning,Mekatronikingenjör - industriell konstruktion,Östergötland,Norrköping,1,False,510,AutoElec AB,2022,MYH 2022/5087
Teknik och tillverkning,Mobilitetstekniker – Hållbara drivmedel,Västmanland,Västerås,1,False,300,YrkesAkademin YH AB,2022,MYH 2022/4348
Teknik och tillverkning,Möbeltapetserare - Historiskt hantverk,Västernorrland,Kramfors,1,False,400,"Kramfors kommun, Yrkeshögskolan Höga kusten",2022,MYH 2022/4745
Teknik och tillverkning,Mönsterkonstruktör,Stockholm,Stockholm,1,False,200,Stockholms Tillskärarakademi ,2022,MYH 2022/5418
Teknik och tillverkning,Operativ Produktionstekniker,Flera kommuner,Flera kommuner,2,True,300,Lidköpings kommun Campus Lidköping,2022,MYH 2022/4483
Teknik och tillverkning,Processoperatör Livsmedel,Örebro,Örebro,1,False,210,Plushögskolan AB - Teknikhögskolan,2022,MYH 2022/4498
Teknik och tillverkning,Processoperatör livsmedel,Flera kommuner,Flera kommuner,2,True,210,Plushögskolan AB - Teknikhögskolan Syd,2022,MYH 2022/4944
Teknik och tillverkning,Processoperatör och laborant,Värmland,Karlstad,1,False,400,"Karlstads kommun, Yrkeshögskolan",2022,MYH 2022/5056
Teknik och tillverkning,Processtekniker smart industri,Flera kommuner,Flera kommuner,4,True,300,KYH AB,2022,MYH 2022/4694
Teknik och tillverkning,Produktionslogistiker,Västerbotten,Skellefteå,1,False,445,TCC Sverige AB,2022,MYH 2022/5351
Teknik och tillverkning,"Produktionsteknik – Trä, möbel och inredning",Jönköping,Nässjö,1,False,300,Tekniska Högskolan i Jönköping AB,2022,MYH 2022/4999
Teknik och tillverkning,Produktionstekniker - CNC/3D,Gävleborg,Sandviken,1,False,400,"Sandvikens kommun, Yrkeshögskolan",2022,MYH 2022/4951
Teknik och tillverkning,Produktionstekniker Automatiserade tillverkningsprocesser,Västerbotten,Skellefteå,1,False,400,Skellefteå kommun Vuxenutbildningen,2022,MYH 2022/4824
Teknik och tillverkning,Produktionstekniker Digitalisering och datorstödd tillverkning,Västerbotten,Skellefteå,1,False,320,Skellefteå kommun Vuxenutbildningen,2022,MYH 2022/4827
Teknik och tillverkning,Produktionstekniker för framtidens automatiserade industri,Flera kommuner,Flera kommuner,2,True,300,"Mariestads kommun, Dacapo Mariestad",2022,MYH 2022/4954
Teknik och tillverkning,Produktionstekniker med 3D-teknik,Östergötland,Finspång,1,False,200,Östsvenska Yrkeshögskolan AB,2022,MYH 2022/4631
Teknik och tillverkning,"Produktionstekniker, inriktning ständiga förbättringar/Lean production",Skåne,Eslöv,1,False,210,"Eslövs kommun, Yrkeshögskolan i Eslöv",2022,MYH 2022/4732
Teknik och tillverkning,Projektledare El,Södermanland,Nyköping,1,False,200,INSU AB,2022,MYH 2022/5307
Teknik och tillverkning,Projektledare Elkraft,Stockholm,Stockholm,1,False,215,Stiftelsen Stockholms Tekniska Institut,2022,MYH 2022/4764
Teknik och tillverkning,Projektledare inriktning vindkraft,Halland,Varberg,1,False,220,Campus Varberg/Varbergs kommun,2022,MYH 2022/4830
Teknik och tillverkning,Robot- och robotsvetstekniker,Kronoberg,Ljungby,1,False,155,Montico Kompetensutveckling AB,2022,MYH 2022/5198
Teknik och tillverkning,Rörtekniker med svetscertifikat,Östergötland,Norrköping,1,False,400,Östsvenska Yrkeshögskolan AB,2022,MYH 2022/4842
Teknik och tillverkning,Sadelmakare,Uppsala,Heby,1,False,615,Stiftelsen Sadelmakeriskolan i Tärnsjö,2022,MYH 2022/4583
Teknik och tillverkning,Servicetekniker i fält – mobila arbetsmaskiner,Kronoberg,Ljungby,1,False,400,Tekniska Högskolan i Jönköping AB,2022,MYH 2022/5001
Teknik och tillverkning,"Servicetekniker, inriktning life science",Uppsala,Uppsala,1,False,400,Folkuniversitetet - Stiftelsen Kursverksamheten vid Uppsala universitetet,2022,MYH 2022/5381
Teknik och tillverkning,Skräddare,Västra Götaland,Uddevalla,1,False,600,"Uddevalla kommun, Vuxenutbildningen",2022,MYH 2022/4452
Teknik och tillverkning,Soleltekniker,Jönköping,Jönköping,1,False,310,TUC Sweden AB - Yrkeshögskola,2022,MYH 2022/4792
Teknik och tillverkning,Specialist inom svetsautomation,Västra Götaland,Trollhättan,1,False,400,Högskolan Väst,2022,MYH 2022/5439
Teknik och tillverkning,Surface Designer,Västra Götaland,Göteborg,1,False,415,"Göteborgs Stad, Yrgo",2022,MYH 2022/5330
Teknik och tillverkning,"Teater-, Event- & Scentekniker",Stockholm,Stockholm,1,False,400,"Stockholms stad, Frans Schartaus Handelsinstitut",2022,MYH 2022/4836
Teknik och tillverkning,Tekniker hållbar batteritillverkning,Västerbotten,Skellefteå,1,False,200,Skellefteå kommun Vuxenutbildningen,2022,MYH 2022/4096
Teknik och tillverkning,Tekniker i hållbara verkstadsmiljöer,Stockholm,Järfälla,1,False,230,YrkesAkademin YH AB,2022,MYH 2022/4535
Teknik och tillverkning,"Tillgångsförvaltare, inriktning spårfordon",Stockholm,Stockholm,1,False,400,MTR Nordic ,2022,MYH 2022/5188
Teknik och tillverkning,Trähantverk med inriktning mot rekonditionering och återbruk inom möbelbranschen,Västra Götaland,Tibro,1,False,400,Tibro Hantverksakademi,2022,MYH 2022/5448
Teknik och tillverkning,"Turnerande tekniker, Scen & Event",Västernorrland,Ånge,1,False,400,"Landstinget Västernorrland, Ålsta Folkhögskola",2022,MYH 2022/5399
Teknik och tillverkning,Underhållsingenjör,Flera kommuner,Flera kommuner,2,True,200,Lernia Utbildning AB,2022,MYH 2022/5164
Teknik och tillverkning,Underhållsingenjör – Smart Maintenance,Skåne,Kristianstad,1,False,400,Hermods AB Kristianstad,2022,MYH 2022/4444
Teknik och tillverkning,Underhållstekniker - el och automation,Västra Götaland,Göteborg,1,False,420,Göteborgs Tekniska College AB,2022,MYH 2022/5298
Teknik och tillverkning,Urmakare,Östergötland,Motala,1,False,600,Institutet för Högre Urmakeriutbildning i Norden AB,2022,MYH 2022/4197
Teknik och tillverkning,Utvecklingsingenjör Electromobility,Flera kommuner,Flera kommuner,2,True,405,Plushögskolan AB - Teknikhögskolan Väst,2022,MYH 2022/5534
Teknik och tillverkning,Ventilationsingenjör,Kalmar,Kalmar,1,False,400,Lernia Utbildning AB,2022,MYH 2022/4672
Teknik och tillverkning,Ventilationstekniker,Stockholm,Solna,1,False,400,Hermods AB Stockholm,2022,MYH 2022/4188
Teknik och tillverkning,Ventilationstekniker,Västra Götaland,Göteborg,1,False,400,Hermods AB Göteborg,2022,MYH 2022/4030
Teknik och tillverkning,Vindkrafttekniker,Jämtland,Strömsund,1,False,300,Strömsunds kommun - Komvux/Hjalmar Strömerskolan,2022,MYH 2022/5133
Teknik och tillverkning,Vindkrafttekniker On- & Offshore,Flera kommuner,Flera kommuner,4,True,300,KYH AB,2022,MYH 2022/4690
Teknik och tillverkning,Värmepumpstekniker,Kronoberg,Markaryd,1,False,300,"Markaryds kommun, Kunskapscentrum Markaryd",2022,MYH 2022/4585
Teknik och tillverkning,Vätgasingenjör,Flera kommuner,Flera kommuner,3,True,400,Iris Hadar AB,2022,MYH 2022/5490
Transporttjänster,"Fartygs- och Maskinbefäl 8, Skärgårdsentreprenör",Västra Götaland,Göteborg,1,False,210,Sjösportskolan Swedish Maritime Academy AB,2022,MYH 2022/5120
Transporttjänster,Integrerad trafikflygarutbildning,Skåne,Klippan,1,False,500,Lunds universitet Trafikflyghögskolan,2022,MYH 2022/4781
Transporttjänster,Internationell Transportlogistik,Östergötland,Norrköping,1,False,400,Östsvenska Yrkeshögskolan AB,2022,MYH 2022/4742
Transporttjänster,Lokförare,Jönköping,Nässjö,1,False,220,"Nässjö kommun, Nässjöakademin",2022,MYH 2022/5434
Transporttjänster,Lokförare,Skåne,Malmö,1,False,220,ProTrain Utbildning AB,2022,MYH 2022/5329
Transporttjänster,Lokförare,Skåne,Ängelholm,1,False,220,Trafikverket Trafikverksskolan,2022,MYH 2022/4451
Transporttjänster,Lokförare,Stockholm,Solna,1,False,220,ProTrain Utbildning AB,2022,MYH 2022/5235
Transporttjänster,Lokförare Boden,Norrbotten,Boden,1,False,220,TCC Sverige AB,2022,MYH 2022/5398
Transporttjänster,Lokförare Göteborg,Västra Götaland,Göteborg,1,False,220,TCC Sverige AB,2022,MYH 2022/5388
Transporttjänster,Lokförare Hallsberg,Örebro,Hallsberg,1,False,220,TCC Sverige AB,2022,MYH 2022/5406
Transporttjänster,Lokförare Stockholm,Stockholm,Stockholm,1,False,220,MTR Nordic ,2022,MYH 2022/5010
Transporttjänster,"Lokförare, Eskilstuna",Södermanland,Eskilstuna,1,False,220,MTR Nordic ,2022,MYH 2022/5000
Transporttjänster,UAS fjärrpilot och operatör inom kategori specifik,Västernorrland,Örnsköldsvik,1,False,180,YrkesAkademin YH AB,2022,MYH 2022/4748
Övrigt,Hantverkslärling,Dalarna,Leksand,1,False,500,Stiftelsen Hantverk & Utbildning,2022,MYH 2022/4487
Data/IT,.NET Cloud developer,Västra Götaland,Göteborg,1,False,400,IT-Högskolan Sverige AB,2023,MYH 2023/4397
Data/IT,.NET Utvecklare ,Västra Götaland,Göteborg,1,False,410,Plushögskolan AB - Teknikhögskolan Väst,2023,MYH 2023/3319
Data/IT,.NET-utvecklare,Västra Götaland,Göteborg,1,False,400,IT-Högskolan Sverige AB,2023,MYH 2023/4399
Data/IT,Agil Javautvecklare,Gävleborg,Gävle,1,False,400,Edugrade AB,2023,MYH 2023/4383
Data/IT,Agil projektledare,Flera kommuner,Flera kommuner,3,True,225,IHM Business School AB Malmö,2023,MYH 2023/3368
Data/IT,Agile Project Manager ,Stockholm,Stockholm,1,False,300,Changemaker Educations AB,2023,MYH 2023/3828
Data/IT,Applikationsingenjör mot industri/fordonsbranschen,Flera kommuner,Flera kommuner,2,True,400,Hermods AB Göteborg,2023,MYH 2023/3122
Data/IT,Backend webbutvecklare ,Östergötland,Linköping,1,False,400,Grit Academy,2023,MYH 2023/3392
Data/IT,Backend-utvecklare,Flera kommuner,Flera kommuner,3,True,400,"Uddevalla kommun, Uddevalla Yrkeshögskola",2023,MYH 2023/3825
Data/IT,Blockchainutvecklare,Stockholm,Stockholm,1,False,400,Medieinstitutet i Sverige AB,2023,MYH 2023/4378
Data/IT,Business Intelligence-analytiker ,Stockholm,Solna,1,False,400,Nackademin AB,2023,MYH 2023/3033
Data/IT,Cloud and IT-infrastructure specialist,Kalmar,Kalmar,1,False,400,"Kalmarsunds Gymnasieförbund, Axel Weüdelskolan",2023,MYH 2023/3558
Data/IT,Data Analyst,Stockholm,Stockholm,1,False,450,Hyper Island Program AB - Stockholm,2023,MYH 2023/3582
Data/IT,Data Manager ,Skåne,Helsingborg,1,False,400,TUC Sweden AB - Yrkeshögskola,2023,MYH 2023/4425
Data/IT,Data Scientist,Flera kommuner,Flera kommuner,2,True,400,EC Utbildning AB Helsingborg,2023,MYH 2023/3375
Data/IT,Data Scientist,Västra Götaland,Göteborg,1,False,400,EC Utbildning AB Göteborg,2023,MYH 2023/3284
Data/IT,DevOps Engineer,Skåne,Malmö,1,False,400,JENSEN Education School AB,2023,MYH 2023/3599
Data/IT,DevOps Engineer,Stockholm,Solna,1,False,400,Nackademin AB,2023,MYH 2023/3378
Data/IT,DevOps Engineer,Stockholm,Stockholm,1,False,415,Chas Academy AB,2023,MYH 2023/3628
Data/IT,Digital analytiker,Flera kommuner,Flera kommuner,2,True,400,Borås Stad - Yrkeshögskolan i Borås,2023,MYH 2023/4209
Data/IT,Front End Developer,Flera kommuner,Flera kommuner,4,True,400,KYH AB,2023,MYH 2023/3532
